"id/Integer/typetag/csvparameters.charset=utf-8/typetag/csvparameters.profile=EXCEL_NORTH_EUROPE_PREFERENCE/set/readOnly=true/set/allowNull=false/set/automatic=true/set/order=0";"extinca/Integer/set/order=10";"area/Integer/set/order=20";"finalmeters/Integer/set/order=30";"revisiondate/String/set/size=2147483647/set/order=40";"status/String/set/size=2147483647/set/order=50";"initialmeters/Integer/set/order=60";"version/Integer/set/order=70";"roadelementtype/String/set/size=2147483647/set/order=80";"auditcreatedby/Integer/set/order=90";"auditlastupdatedby/Integer/set/order=100";"urbantextreference/String/set/size=2147483647/set/order=110";"reserveareanumber/Integer/set/order=120";"reservelongitude/Double/set/locale=en/set/order=130";"urbanroadtype/Long/set/order=140";"urbanroads/Long/set/order=150";"urbansection/Long/set/order=160";"urbanstretches/Long/set/order=170";"extid/Long/set/order=180";"thrudate/String/set/size=30/set/order=190";"auditcreation/String/set/size=30/set/order=200";"fromdate/String/set/size=30/set/order=210";"auditlastupdate/String/set/size=30/set/order=220";"reservemodel/Long/set/order=230";"reservenumberplate/String/set/size=100/set/order=240";"reservecarparktype/String/set/size=20/set/order=250";"reserveownership/String/set/size=20/set/order=260";"reservetype/String/set/size=20/set/order=270";"reservetimetable/String/set/size=200/set/order=280";"notes/String/set/size=250/set/order=290";"id0/Long/set/readOnly=true/set/pk=true/set/automatic=true/set/order=300"
;"127106";"472438";"0";"2004-06-30 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"26";"5";"9.8";"486409";"3125";"485372";;;"2012-05-30 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-06-30 00:00:00.000000";"472423";;"LINE";;;;;
;"127108";"472438";"0";"2004-09-16 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"24";"9";"10.1";"486409";"1635";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-09-16 00:00:00.000000";"472423";;"BATTERY";;;"24 Horas";"Titular: ZONA CENTRO-MONTAÑETA";
;"127109";"472438";"0";"2005-11-29 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"9";"18";"19.6";"486409";"4770";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-11-29 00:00:00.000000";"472423";;"BATTERY";;;;"Titular: ZONA ENSANCHE-MAISONAVE";
;"127110";"472438";"0";"2004-09-20 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"1";"8";"14";"486409";"4770";"485372";;;"2017-11-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-09-20 00:00:00.000000";"472423";;"BATTERY";;;"24 Horas";"Parte: H=623 | Titular: ZONA CENTRO-ENSANCHE";
;"127111";"472438";"0";"2004-09-16 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"3";"10";"11.1";"486406";"3010";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-09-16 00:00:00.000000";"472423";;"BATTERY";;;;;
;"127112";"472438";"0";"2004-09-17 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"19";"7";"12.7";"486409";"3040";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-09-17 00:00:00.000000";"472423";;"BATTERY";;;"24 Horas";"Titular: ZONA ENSANCHE-DIPUTACION";
;"127113";"472438";"0";"2004-09-14 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"39";"12";"10.1";"486409";"470";"485372";;;"2012-01-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-09-14 00:00:00.000000";"472423";;"BATTERY";"MUNICIPAL";;;;
;"127116";"472438";"0";"2002-09-16 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"S/N";"0";"4.2";"486409";"1955";"485372";;;"2022-09-16 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-09-16 00:00:00.000000";"472416";;"LINE";;;;;
;"127119";"472438";"0";"2006-02-19 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"2";"0";"6.22";"486409";"180";"485372";;;"2026-02-19 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2006-02-19 00:00:00.000000";"472417";;"LINE";;;;;
;"127128";"472438";"0";"2003-09-06 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"1";"0";"3.1";"486419";"661";"485372";;;"2023-09-06 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-09-06 00:00:00.000000";"472417";;"LINE";;;;;
;"127131";"472438";"0";"2002-09-17 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"6";"0";"13.96";"486409";"2790";"485372";;;"2022-09-17 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-09-17 00:00:00.000000";"472416";"V.2684";"LINE";;;;;
;"127132";"472438";"0";"2002-09-17 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"6";"0";"10.92";"486409";"2790";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-09-17 00:00:00.000000";"472416";;"LINE";;;;;
;"127134";"472438";"0";"2007-03-15 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"12";"0";"3";"486409";"1070";"485372";;;"2027-03-15 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-03-15 00:00:00.000000";"472417";"V.2684";"LINE";;;;;
;"127142";"472438";"0";"2004-07-15 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"95";"0";"3";"486406";"450";"485372";;;"2024-07-15 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-07-15 00:00:00.000000";"472417";;"LINE";;;;;
;"127206";"472438";"0";"2006-02-12 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"1";"0";"6.78";"486409";"4612";"485372";;;"2026-02-12 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2006-02-12 00:00:00.000000";"472417";;"LINE";;;;;
;"125271";"472438";"0";"2007-03-23 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"2 AC";"0";"11.3";"486409";"2038";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-03-23 00:00:00.000000";"472416";"V. 3381";"LINE";;;;;
;"127221";"472438";"0";"2003-09-28 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"24";"0";"3.31";"486409";"3355";"485372";;;"2023-09-28 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-09-28 00:00:00.000000";"472416";"V.2565";"LINE";;;;;
;"127236";"472438";"0";"2006-02-09 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"2";"0";"3";"486409";"2285";"485372";;;"2026-02-09 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2006-02-09 00:00:00.000000";"472416";"V.787";"LINE";;;;;
;"127237";"472438";"0";"2006-02-09 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"4";"0";"4.1";"486409";"2285";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2006-02-09 00:00:00.000000";"472416";;"LINE";;;;;
;"125285";"472438";"0";"2004-11-18 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"4";"0";"4";"486409";"6030";"485372";;;"2024-11-18 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-11-18 00:00:00.000000";"472417";;"LINE";;;;;
;"127273";"472438";"0";"2004-02-02 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"15";"0";"3";"486409";"2460";"485372";;;"2024-02-02 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-02-02 00:00:00.000000";"472417";;"LINE";;;;;
;"127288";"472438";"0";"2004-03-10 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"54";"0";"5.86";"486409";"2960";"485372";;;"2024-03-10 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-03-10 00:00:00.000000";"472417";;"LINE";;;;;
;"127295";"472438";"0";"2006-02-26 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"25";"0";"2.86";"486409";"4945";"485372";;;"2026-02-26 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2006-02-26 00:00:00.000000";"472417";;"LINE";;;;;
;"127296";"472438";"0";"2003-09-05 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"1";"0";"2.9";"486419";"661";"485372";;;"2012-01-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-09-05 00:00:00.000000";"472417";;"LINE";;;;;
;"127297";"472438";"0";"2006-03-06 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"3";"0";"6.15";"486415";"1627";"485372";;;"2026-03-06 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2006-03-06 00:00:00.000000";"472417";;"LINE";;;;;
;"127298";"472438";"0";"2006-03-02 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"5";"0";"3.14";"486409";"3050";"485372";;;"2026-03-02 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2006-03-02 00:00:00.000000";"472417";;"LINE";;;;;
;"127300";"472438";"0";"2003-09-10 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"6";"0";"4.64";"486409";"4855";"485372";;;"2012-01-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-09-10 00:00:00.000000";"472417";;"LINE";;;;;
;"127301";"472438";"0";"2003-09-28 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"20";"0";"3.7";"486409";"3355";"485372";;;"2012-01-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-09-28 00:00:00.000000";"472417";;"LINE";;;;;
;"127302";"472438";"0";"2006-02-23 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"1";"0";"4.5";"486419";"730";"485372";;;"2010-02-12 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2006-02-23 00:00:00.000000";"472416";;"LINE";;;;;
;"127303";"472438";"0";"2006-03-08 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"34";"0";"4.84";"486406";"2085";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2006-03-08 00:00:00.000000";"472416";;"LINE";;;;;
;"125314";"472438";"0";"2007-09-24 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"20";"0";"5.4";"486409";"6030";"485372";;;"2027-09-24 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-09-24 00:00:00.000000";"472417";;"LINE";;;;;
;"127315";"472438";"0";"2003-10-16 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"40";"0";"5.09";"486409";"5930";"485372";;;"2023-10-16 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-10-16 00:00:00.000000";"472417";;"LINE";;;;;
;"125314";"472438";"0";"2003-05-25 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"20";"0";"5.4";"486409";"6030";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-05-25 00:00:00.000000";"472417";;"LINE";;;;;
;"125315";"472438";"0";"2007-10-11 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"40";"0";"5.48";"486409";"3235";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-10-11 00:00:00.000000";"472416";"V.0418";"LINE";;;;;
;"125316";"472438";"0";"2007-10-11 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"38";"0";"5.07";"486409";"3235";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-10-11 00:00:00.000000";"472416";"V.0417";"LINE";;;;;
;"127332";"472438";"0";"2004-03-10 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"45";"0";"3";"486409";"2960";"485372";;;"2024-03-10 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-03-10 00:00:00.000000";"472417";;"LINE";;;;;
;"127336";"472438";"0";"2004-03-10 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"35";"0";"3";"486409";"2960";"485372";;;"2024-03-10 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-03-10 00:00:00.000000";"472417";;"LINE";;;;;
;"125317";"472438";"0";"2007-10-07 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"81";"0";"4.4";"486409";"1925";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-10-07 00:00:00.000000";"472416";"V.2979";"LINE";;;;;
;"125322";"472438";"0";"2007-09-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"51";"0";"4.25";"486409";"6030";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-09-24 00:00:00.000000";"472417";;"LINE";;;;;
;"127355";"472438";"0";"2004-03-10 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"1";"0";"3";"486409";"2960";"485372";;;"2024-03-10 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-03-10 00:00:00.000000";"472417";;"LINE";;;;;
;"125324";"472438";"0";"2005-04-27 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"64";"32";"87.3";"486409";"1825";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-27 00:00:00.000000";"472423";"CORDON";"LINE";;;;;
;"125325";"472438";"0";"2007-09-25 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"23";"29";"75.9";"486409";"527";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-09-25 00:00:00.000000";"472423";;"LINE";;;;"Titular: ZONA FLORIDA | Observaciones: CORDÓN";
;"125326";"472438";"0";"2007-09-25 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"9";"37";"91";"486409";"527";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-09-25 00:00:00.000000";"472423";;"LINE";;;;"Titular: ZONA FLORIDA | Observaciones: CORDÓN";
;"125327";"472438";"0";"2007-10-07 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"18";"0";"3.75";"486409";"6025";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-10-07 00:00:00.000000";"472416";"V.3101";"LINE";;;;;
;"125328";"472438";"0";"2004-11-07 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"10";"0";"3.01";"486409";"6025";"485372";;;"2024-11-07 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-11-07 00:00:00.000000";"472417";;"LINE";;;;;
;"125333";"472438";"0";"2007-10-20 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"2";"0";"3.01";"486409";"4550";"485372";;;"2027-10-20 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-10-20 00:00:00.000000";"472417";;"LINE";;;;;
;"125334";"472438";"0";"2007-10-20 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"1";"0";"3.01";"486409";"4495";"485372";;;"2027-10-20 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-10-20 00:00:00.000000";"472417";;"LINE";;;;;
;"125335";"472438";"0";"2007-10-20 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"6";"0";"3.02";"486409";"5985";"485372";;;"2027-10-20 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-10-20 00:00:00.000000";"472417";;"LINE";;;;;
;"127415";"472438";"0";"2004-07-19 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"26";"0";"3.99";"486409";"5690";"485372";;;"2024-07-19 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-07-19 00:00:00.000000";"472417";;"LINE";;;;;
;"125336";"472438";"0";"2004-11-12 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"4";"0";"5.02";"486409";"5015";"485372";;;"2024-11-12 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-11-12 00:00:00.000000";"472417";;"LINE";;;;;
;"127433";"472438";"0";"2004-07-22 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"22";"0";"3";"486409";"3820";"485372";;;"2024-07-22 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-07-22 00:00:00.000000";"472417";;"LINE";;;;;
;"125337";"472438";"0";"2004-11-12 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"15";"0";"3";"486409";"3640";"485372";;;"2024-11-12 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-11-12 00:00:00.000000";"472417";;"LINE";;;;;
;"127447";"472438";"0";"2004-07-20 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"53";"0";"3.01";"486409";"3820";"485372";;;"2024-07-20 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-07-20 00:00:00.000000";"472417";;"LINE";;;;;
;"125338";"472438";"0";"2007-10-10 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"2";"0";"3.01";"486409";"3175";"485372";;;"2027-10-10 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-10-10 00:00:00.000000";"472417";;"LINE";;;;;
;"125339";"472438";"0";"2004-11-11 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"6";"0";"3.01";"486409";"1060";"485372";;;"2024-11-11 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-11-11 00:00:00.000000";"472417";;"LINE";;;;;
;"125340";"472438";"0";"2004-11-09 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"S/N";"0";"3.87";"486409";"1060";"485372";;;"2024-11-09 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-11-09 00:00:00.000000";"472417";;"LINE";;;;;
;"127470";"472438";"0";"2007-05-15 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"7";"0";"9.1";"486419";"2650";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-05-15 00:00:00.000000";"472416";"V.2254";"LINE";;;;;
;"127476";"472438";"0";"2006-01-29 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"26";"0";"3.12";"486409";"3400";"485372";;;"2026-01-29 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2006-01-29 00:00:00.000000";"472417";;"LINE";;;;;
;"125341";"472438";"0";"2007-09-26 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"3";"0";"4.6";"486406";"2080";"485372";;;"2027-09-26 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-09-26 00:00:00.000000";"472417";;"LINE";;;;;
;"125342";"472438";"0";"2007-09-20 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"1";"0";"4";"486409";"1925";"485372";;;"2027-09-20 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-09-20 00:00:00.000000";"472417";;"LINE";;;;;
;"127483";"472438";"0";"2004-03-24 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"5";"0";"3.38";"486419";"465";"485372";;;"2024-03-24 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-03-24 00:00:00.000000";"472417";;"LINE";;;;;
;"127500";"472438";"0";"2005-02-25 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"1";"0";"2.86";"486409";"2301";"485372";;;"2025-02-25 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-02-25 00:00:00.000000";"472417";;"LINE";;;;;
;"127501";"472438";"0";"2006-05-23 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"S/N";"0";"4.59";"486406";"29";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2006-05-23 00:00:00.000000";"472417";;"LINE";;;;;
;"125346";"472438";"0";"2005-05-19 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"10";"0";"3.01";"486409";"2595";"485372";;;"2025-05-19 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-05-19 00:00:00.000000";"472417";;"LINE";;;;;
;"127542";"472438";"0";"2002-10-22 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"25";"0";"5";"486409";"1940";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-22 00:00:00.000000";"472416";"V 2461";"LINE";;;;;
;"127543";"472438";"0";"2002-10-22 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"43";"0";"5.5";"486409";"1940";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-22 00:00:00.000000";"472416";"V 1038";"LINE";;;;;
;"127544";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"5";"0";"7.36";"486409";"525";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472416";"V 2324";"LINE";;;;;
;"127545";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"5";"0";"4.03";"486409";"525";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472416";"V2489";"LINE";;;;;
;"127546";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"5";"0";"5.66";"486409";"525";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472416";"V 2130";"LINE";;;;;
;"127547";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"11";"0";"3.84";"486406";"4592";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472416";"VADO PERMANENTE";"LINE";;;;;
;"127548";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"11";"0";"8";"486406";"4592";"485372";;;"2012-01-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472417";;"LINE";;;;;
;"127549";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"4";"0";"4.6";"486419";"2162";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472416";"V 2211";"LINE";;;;;
;"127550";"472438";"0";"2007-10-02 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"S/N";"0";"2.9";"486409";"4289";"485372";;;"2012-01-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-10-02 00:00:00.000000";"472417";;"LINE";;;;;
;"127551";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"S/N";"0";"4.47";"486409";"215";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472416";"V 1857";"LINE";;;;;
;"127552";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"S/N";"0";"5.04";"486409";"4289";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472416";"V 2426";"LINE";;;;;
;"127553";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"10";"0";"4.14";"486409";"1940";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472416";"V 730";"LINE";;;;;
;"127554";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"4";"0";"5.08";"486409";"215";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472416";"V 1502";"LINE";;;;;
;"125356";"472438";"0";"2007-09-10 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"41";"0";"4.74";"486409";"1825";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-09-10 00:00:00.000000";"472416";"V.3267";"LINE";;;;;
;"127555";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"S/N";"0";"4.3";"486409";"3963";"485372";;;"2012-01-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472417";;"LINE";;;;;
;"127556";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"S/N";"0";"5.15";"486409";"4289";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472416";"VA 296";"LINE";;;;;
;"127557";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"S/N";"0";"5.67";"486409";"4289";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472416";"VA 295";"LINE";;;;;
;"127558";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"5";"0";"4.15";"486409";"215";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472416";"V 1622";"LINE";;;;;
;"127559";"472438";"0";"2002-10-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"4";"0";"6.69";"486409";"215";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2002-10-24 00:00:00.000000";"472416";"V 2604";"LINE";;;;;
